venta_id,fecha,producto_id,cantidad,canal
1873,2025-11-19,22,5,Tienda
1874,2025-11-19,12,4,Online
1875,2025-11-19,18,6,Tienda
1876,2025-11-19,9,2,Tienda
1877,2025-11-19,6,6,Tienda
1878,2025-11-19,15,4,Tienda
1879,2025-11-19,12,5,Mayorista
1880,2025-11-19,20,7,Mayorista
1881,2025-11-19,9,4,Online
1882,2025-11-20,11,5,Tienda
1883,2025-11-20,18,7,Tienda
1884,2025-11-20,2,3,Tienda
1885,2025-11-20,1,4,Tienda
1886,2025-11-20,27,6,Tienda
1887,2025-11-20,2,5,Tienda
1888,2025-11-20,16,4,Tienda
1889,2025-11-20,20,4,Tienda
1890,2025-11-20,7,2,Tienda
1891,2025-11-20,28,4,Mayorista
1892,2025-11-20,7,2,Tienda
1893,2025-11-20,27,7,Tienda
1894,2025-11-20,24,5,Tienda
1895,2025-11-20,10,2,Tienda
1896,2025-11-20,6,4,Tienda
1897,2025-11-20,11,2,Tienda
1898,2025-11-20,13,4,Mayorista
1899,2025-11-20,10,5,Tienda
1900,2025-11-20,30,2,Tienda
1901,2025-11-20,10,1,Online
1902,2025-11-20,26,3,Tienda
1903,2025-11-20,6,3,Tienda
1904,2025-11-20,30,5,Tienda
1905,2025-11-21,25,6,Tienda
1906,2025-11-21,14,6,Tienda
1907,2025-11-21,29,5,Tienda
1908,2025-11-21,11,5,Tienda
1909,2025-11-21,14,2,Tienda
1910,2025-11-21,24,4,Tienda
1911,2025-11-21,12,5,Tienda
1912,2025-11-21,12,4,Mayorista
1913,2025-11-21,30,4,Tienda
1914,2025-11-21,17,7,Tienda
1915,2025-11-21,21,5,Tienda
1916,2025-11-21,20,2,Mayorista
1917,2025-11-21,26,7,Tienda
1918,2025-11-21,27,4,Tienda
1919,2025-11-21,17,6,Mayorista
1920,2025-11-21,11,2,Online
1921,2025-11-21,2,1,Tienda
1922,2025-11-21,20,4,Mayorista
1923,2025-11-21,26,2,Mayorista
1924,2025-11-21,14,3,Mayorista
1925,2025-11-21,6,6,Mayorista
1926,2025-11-21,11,4,Tienda
1927,2025-11-21,16,1,Tienda
1928,2025-11-21,26,5,Tienda
1929,2025-11-21,6,5,Tienda
1930,2025-11-21,19,2,Tienda
1931,2025-11-21,24,3,Tienda
1932,2025-11-21,29,3,Tienda
1933,2025-11-21,5,1,Mayorista
1934,2025-11-21,28,3,Mayorista
1935,2025-11-21,19,4,Tienda
1936,2025-11-22,12,1,Tienda
1937,2025-11-22,24,2,Online
1938,2025-11-22,5,3,Tienda
1939,2025-11-22,11,7,Tienda
1940,2025-11-22,23,2,Tienda
1941,2025-11-22,20,3,Tienda
1942,2025-11-22,26,4,Tienda
1943,2025-11-22,2,7,Mayorista
1944,2025-11-22,6,1,Tienda
1945,2025-11-22,2,6,Tienda
1946,2025-11-22,7,1,Tienda
1947,2025-11-22,1,1,Mayorista
1948,2025-11-22,15,7,Tienda
1949,2025-11-22,16,5,Tienda
1950,2025-11-22,20,4,Tienda
1951,2025-11-22,13,3,Tienda
1952,2025-11-22,1,3,Tienda
1953,2025-11-22,21,3,Tienda
1954,2025-11-22,2,4,Tienda
1955,2025-11-22,27,4,Tienda
1956,2025-11-22,2,4,Tienda
1957,2025-11-22,16,1,Tienda
1958,2025-11-22,28,1,Tienda
1959,2025-11-22,17,7,Mayorista
1960,2025-11-22,19,6,Tienda
1961,2025-11-22,21,3,Online
1962,2025-11-22,5,3,Online
1963,2025-11-22,21,6,Tienda
1964,2025-11-22,27,2,Tienda
1965,2025-11-22,30,5,Tienda
1966,2025-11-23,10,4,Mayorista
1967,2025-11-23,15,1,Tienda
1968,2025-11-23,20,7,Mayorista
1969,2025-11-23,16,5,Mayorista
1970,2025-11-23,7,7,Mayorista
1971,2025-11-23,4,3,Online
1972,2025-11-23,26,3,Tienda
1973,2025-11-23,15,7,Tienda
1974,2025-11-23,3,6,Online
1975,2025-11-23,10,6,Tienda
1976,2025-11-23,26,7,Mayorista
1977,2025-11-23,24,2,Tienda
1978,2025-11-23,27,3,Tienda
1979,2025-11-23,19,2,Tienda
1980,2025-11-23,14,6,Tienda
1981,2025-11-23,14,4,Tienda
1982,2025-11-23,7,5,Tienda
1983,2025-11-23,20,4,Online
1984,2025-11-23,18,7,Online
1985,2025-11-23,6,7,Mayorista
1986,2025-11-23,27,5,Tienda
1987,2025-11-23,12,3,Tienda
1988,2025-11-23,2,2,Tienda
1989,2025-11-23,11,1,Online
1990,2025-11-24,20,5,Tienda
1991,2025-11-24,30,7,Mayorista
1992,2025-11-24,11,5,Tienda
1993,2025-11-24,7,2,Online
1994,2025-11-24,10,3,Online
1995,2025-11-24,14,2,Tienda
1996,2025-11-24,10,2,Tienda
1997,2025-11-24,12,2,Online
1998,2025-11-24,20,6,Online
1999,2025-11-24,12,2,Tienda
2000,2025-11-24,13,6,Tienda
2001,2025-11-24,2,5,Mayorista
2002,2025-11-24,28,1,Tienda
2003,2025-11-24,14,6,Tienda
2004,2025-11-24,11,3,Online
2005,2025-11-24,3,6,Online
2006,2025-11-24,20,6,Tienda
2007,2025-11-24,27,4,Online
2008,2025-11-24,2,7,Online
2009,2025-11-24,6,5,Mayorista
2010,2025-11-25,14,5,Tienda
2011,2025-11-25,12,3,Tienda
2012,2025-11-25,26,7,Tienda
2013,2025-11-25,20,6,Tienda
2014,2025-11-25,3,7,Tienda
2015,2025-11-25,6,5,Tienda
2016,2025-11-25,28,3,Tienda
2017,2025-11-25,27,3,Tienda
2018,2025-11-25,29,5,Online
2019,2025-11-25,14,2,Tienda
2020,2025-11-25,25,2,Tienda
2021,2025-11-25,26,1,Online
2022,2025-11-25,11,4,Tienda
2023,2025-11-25,6,2,Tienda
2024,2025-11-25,30,2,Online
2025,2025-11-25,2,7,Online
2026,2025-11-25,18,2,Tienda
2027,2025-11-25,20,5,Online
2028,2025-11-25,21,2,Tienda
2029,2025-11-25,10,3,Mayorista
2030,2025-11-25,23,1,Tienda
2031,2025-11-25,9,1,Tienda
2032,2025-11-25,26,3,Tienda
2033,2025-11-25,9,6,Tienda
2034,2025-11-25,21,6,Mayorista
2035,2025-11-25,25,1,Mayorista
2036,2025-11-25,7,5,Online
2037,2025-11-25,10,5,Tienda
2038,2025-11-25,25,7,Tienda
2039,2025-11-25,3,1,Online
2040,2025-11-25,7,4,Tienda
2041,2025-11-26,26,5,Tienda
2042,2025-11-26,8,1,Online
2043,2025-11-26,29,3,Online
2044,2025-11-26,6,1,Online
2045,2025-11-26,5,4,Tienda
2046,2025-11-26,26,1,Tienda
2047,2025-11-26,26,3,Tienda
2048,2025-11-26,24,5,Mayorista
2049,2025-11-26,29,6,Online
2050,2025-11-26,10,2,Tienda
2051,2025-11-26,26,7,Tienda
2052,2025-11-26,12,2,Tienda
2053,2025-11-26,16,5,Tienda
2054,2025-11-26,14,7,Tienda
2055,2025-11-26,1,3,Tienda
2056,2025-11-26,17,3,Mayorista
2057,2025-11-26,24,2,Mayorista
2058,2025-11-26,6,7,Tienda
2059,2025-11-26,29,5,Online
2060,2025-11-26,16,3,Tienda
2061,2025-11-26,7,7,Tienda
2062,2025-11-26,20,5,Tienda
2063,2025-11-26,7,4,Tienda
2064,2025-11-26,3,7,Mayorista
2065,2025-11-26,21,3,Tienda
2066,2025-11-27,16,3,Tienda
2067,2025-11-27,4,5,Tienda
2068,2025-11-27,20,4,Tienda
2069,2025-11-27,27,4,Tienda
2070,2025-11-27,12,5,Mayorista
2071,2025-11-27,6,7,Tienda
2072,2025-11-27,13,3,Mayorista
2073,2025-11-27,25,7,Tienda
2074,2025-11-27,18,6,Mayorista
2075,2025-11-27,4,6,Tienda
2076,2025-11-27,16,4,Mayorista
2077,2025-11-27,15,3,Tienda
2078,2025-11-27,11,6,Tienda
2079,2025-11-27,4,4,Tienda
2080,2025-11-27,30,3,Mayorista
2081,2025-11-27,6,5,Tienda
2082,2025-11-27,7,4,Tienda
2083,2025-11-27,6,1,Tienda
2084,2025-11-28,11,4,Tienda
2085,2025-11-28,3,1,Mayorista
2086,2025-11-28,12,1,Online
2087,2025-11-28,6,2,Online
2088,2025-11-28,20,6,Online
2089,2025-11-28,27,4,Tienda
2090,2025-11-28,11,3,Online
2091,2025-11-28,11,6,Mayorista
2092,2025-11-28,21,6,Tienda
2093,2025-11-28,6,1,Tienda
2094,2025-11-28,28,3,Tienda
2095,2025-11-28,12,3,Online
2096,2025-11-28,4,3,Tienda
2097,2025-11-28,6,5,Tienda
2098,2025-11-28,29,1,Online
2099,2025-11-28,10,5,Tienda
2100,2025-11-28,20,7,Tienda
2101,2025-11-28,6,4,Tienda
2102,2025-11-28,7,4,Tienda
2103,2025-11-28,27,3,Mayorista
2104,2025-11-28,6,7,Tienda
2105,2025-11-28,2,4,Tienda
2106,2025-11-28,15,4,Tienda
2107,2025-11-28,27,4,Online
2108,2025-11-29,20,4,Tienda
2109,2025-11-29,9,2,Tienda
2110,2025-11-29,14,4,Online
2111,2025-11-29,26,5,Tienda
2112,2025-11-29,19,6,Online
2113,2025-11-29,3,6,Tienda
2114,2025-11-29,14,2,Tienda
2115,2025-11-29,11,7,Tienda
2116,2025-11-29,20,4,Mayorista
2117,2025-11-29,20,1,Tienda
2118,2025-11-29,1,4,Tienda
2119,2025-11-29,19,3,Tienda
2120,2025-11-29,23,3,Mayorista
2121,2025-11-29,24,6,Tienda
2122,2025-11-29,3,6,Online
2123,2025-11-29,11,6,Tienda
2124,2025-11-29,14,3,Tienda
2125,2025-11-29,7,1,Tienda
2126,2025-11-29,14,1,Online
2127,2025-11-29,3,7,Mayorista
2128,2025-11-29,4,2,Online
2129,2025-11-29,21,5,Tienda
2130,2025-11-29,10,6,Mayorista
2131,2025-11-29,22,5,Tienda
2132,2025-11-30,6,3,Tienda
2133,2025-11-30,17,1,Mayorista
2134,2025-11-30,24,3,Mayorista
2135,2025-11-30,12,6,Tienda
2136,2025-11-30,27,1,Online
2137,2025-11-30,12,7,Mayorista
2138,2025-11-30,6,4,Online
2139,2025-11-30,18,5,Tienda
2140,2025-11-30,14,1,Mayorista
2141,2025-11-30,1,2,Tienda
2142,2025-11-30,3,7,Tienda
2143,2025-11-30,7,6,Tienda
2144,2025-11-30,24,6,Tienda
2145,2025-11-30,28,5,Online
2146,2025-11-30,16,7,Mayorista
2147,2025-11-30,4,6,Tienda
2148,2025-11-30,16,5,Mayorista
2149,2025-11-30,27,3,Tienda
2150,2025-11-30,24,3,Mayorista
2151,2025-11-30,11,1,Mayorista
2152,2025-11-30,5,5,Tienda
2153,2025-11-30,28,4,Tienda
2154,2025-11-30,27,7,Online
2155,2025-11-30,2,1,Tienda
2156,2025-11-30,26,7,Online
2157,2025-11-30,4,1,Online
2158,2025-11-30,3,5,Mayorista
2159,2025-11-30,24,3,Tienda
2160,2025-12-01,3,5,Online
2161,2025-12-01,19,7,Online
2162,2025-12-01,6,4,Online
2163,2025-12-01,15,3,Tienda
2164,2025-12-01,10,1,Online
2165,2025-12-01,2,1,Tienda
2166,2025-12-01,3,5,Mayorista
2167,2025-12-01,28,4,Tienda
2168,2025-12-01,24,5,Tienda
2169,2025-12-01,29,6,Online
2170,2025-12-01,15,5,Tienda
2171,2025-12-01,14,5,Online
2172,2025-12-01,12,4,Online
2173,2025-12-01,20,6,Tienda
2174,2025-12-01,12,6,Online
2175,2025-12-01,24,6,Tienda
2176,2025-12-01,26,4,Online
2177,2025-12-01,27,4,Tienda
2178,2025-12-01,10,6,Online
2179,2025-12-01,16,2,Tienda
2180,2025-12-01,9,3,Tienda
2181,2025-12-01,2,3,Online
2182,2025-12-01,22,3,Mayorista
2183,2025-12-01,17,4,Tienda
2184,2025-12-01,23,6,Tienda
2185,2025-12-01,3,4,Online
2186,2025-12-01,30,2,Tienda
2187,2025-12-01,30,3,Online
2188,2025-12-01,15,4,Online
2189,2025-12-01,27,7,Tienda
2190,2025-12-01,10,3,Online
2191,2025-12-01,23,5,Tienda
2192,2025-12-01,27,4,Mayorista
2193,2025-12-01,26,7,Tienda
2194,2025-12-02,11,4,Tienda
2195,2025-12-02,10,3,Online
2196,2025-12-02,17,6,Tienda
2197,2025-12-02,15,2,Online
2198,2025-12-02,28,2,Tienda
2199,2025-12-02,29,5,Tienda
2200,2025-12-02,9,1,Tienda
2201,2025-12-02,4,1,Tienda
2202,2025-12-02,25,4,Tienda
2203,2025-12-02,30,1,Tienda
2204,2025-12-02,27,5,Tienda
2205,2025-12-02,2,2,Online
2206,2025-12-02,10,2,Mayorista
2207,2025-12-02,2,3,Tienda
2208,2025-12-02,26,4,Tienda
2209,2025-12-02,18,4,Mayorista
2210,2025-12-02,16,2,Tienda
2211,2025-12-02,17,1,Tienda
2212,2025-12-02,10,7,Tienda
2213,2025-12-02,19,4,Tienda
2214,2025-12-02,2,6,Online
2215,2025-12-02,20,3,Mayorista
2216,2025-12-02,23,1,Tienda
2217,2025-12-02,21,7,Mayorista
2218,2025-12-03,27,1,Online
2219,2025-12-03,20,5,Tienda
2220,2025-12-03,20,5,Online
2221,2025-12-03,11,7,Tienda
2222,2025-12-03,5,1,Tienda
2223,2025-12-03,30,4,Tienda
2224,2025-12-03,4,5,Online
2225,2025-12-03,16,7,Tienda
2226,2025-12-03,10,3,Tienda
2227,2025-12-03,10,6,Tienda
2228,2025-12-03,18,1,Online
2229,2025-12-03,26,6,Tienda
2230,2025-12-03,25,4,Online
2231,2025-12-03,27,3,Tienda
2232,2025-12-03,11,3,Tienda
2233,2025-12-03,15,7,Tienda
2234,2025-12-03,1,4,Online
2235,2025-12-03,24,2,Online
2236,2025-12-03,11,2,Tienda
2237,2025-12-03,17,3,Online
2238,2025-12-03,6,5,Tienda
2239,2025-12-03,26,3,Tienda
2240,2025-12-03,26,1,Mayorista
2241,2025-12-03,27,2,Tienda
2242,2025-12-03,2,7,Online
2243,2025-12-03,30,3,Tienda
2244,2025-12-03,10,3,Online
2245,2025-12-03,11,7,Tienda
2246,2025-12-03,10,4,Mayorista
2247,2025-12-03,10,5,Online
2248,2025-12-03,17,3,Tienda
2249,2025-12-03,10,4,Tienda
2250,2025-12-03,13,1,Mayorista
2251,2025-12-03,20,7,Tienda
2252,2025-12-03,26,4,Online
2253,2025-12-04,18,6,Mayorista
2254,2025-12-04,26,1,Tienda
2255,2025-12-04,27,3,Tienda
2256,2025-12-04,26,3,Tienda
2257,2025-12-04,14,2,Mayorista
2258,2025-12-04,5,1,Mayorista
2259,2025-12-04,17,4,Tienda
2260,2025-12-04,6,7,Tienda
2261,2025-12-04,3,6,Tienda
2262,2025-12-04,15,3,Tienda
2263,2025-12-04,20,6,Mayorista
2264,2025-12-04,27,6,Tienda
2265,2025-12-04,25,4,Tienda
2266,2025-12-04,27,3,Tienda
2267,2025-12-04,24,3,Tienda
2268,2025-12-04,22,2,Tienda
2269,2025-12-04,1,2,Mayorista
2270,2025-12-04,20,4,Tienda
2271,2025-12-04,5,2,Tienda
2272,2025-12-04,3,1,Tienda
2273,2025-12-04,6,5,Online
2274,2025-12-04,26,4,Mayorista
2275,2025-12-04,24,6,Tienda
2276,2025-12-04,29,5,Tienda
2277,2025-12-04,30,7,Tienda
2278,2025-12-04,28,3,Mayorista
2279,2025-12-04,5,3,Tienda
2280,2025-12-04,27,4,Tienda
2281,2025-12-04,26,5,Mayorista
2282,2025-12-04,27,1,Tienda
2283,2025-12-04,6,3,Tienda
2284,2025-12-05,20,1,Tienda
2285,2025-12-05,12,4,Mayorista
2286,2025-12-05,3,2,Tienda
2287,2025-12-05,27,1,Tienda
2288,2025-12-05,7,6,Tienda
2289,2025-12-05,2,4,Tienda
2290,2025-12-05,17,7,Tienda
2291,2025-12-05,3,4,Online
2292,2025-12-05,4,3,Tienda
2293,2025-12-05,26,7,Tienda
2294,2025-12-05,15,1,Tienda
2295,2025-12-05,10,7,Tienda
2296,2025-12-05,12,1,Tienda
2297,2025-12-05,23,1,Online
2298,2025-12-05,3,3,Online
2299,2025-12-05,5,3,Tienda
2300,2025-12-05,20,2,Tienda
2301,2025-12-05,19,2,Tienda
2302,2025-12-05,30,7,Tienda
2303,2025-12-05,12,2,Tienda
2304,2025-12-05,3,4,Tienda
2305,2025-12-05,16,6,Online
2306,2025-12-05,20,1,Tienda
2307,2025-12-05,6,5,Online
2308,2025-12-05,17,5,Tienda
2309,2025-12-05,7,6,Online
2310,2025-12-05,27,7,Online
2311,2025-12-05,26,3,Tienda
2312,2025-12-05,14,6,Tienda
2313,2025-12-05,30,6,Tienda
2314,2025-12-05,30,3,Tienda
2315,2025-12-05,5,4,Tienda
2316,2025-12-05,12,1,Mayorista
2317,2025-12-05,18,2,Tienda
2318,2025-12-05,3,5,Tienda
2319,2025-12-06,20,4,Tienda
2320,2025-12-06,19,2,Online
2321,2025-12-06,15,3,Tienda
2322,2025-12-06,12,3,Tienda
2323,2025-12-06,22,2,Tienda
2324,2025-12-06,30,6,Online
2325,2025-12-06,14,3,Tienda
2326,2025-12-06,13,3,Tienda
2327,2025-12-06,14,2,Tienda
2328,2025-12-06,14,2,Online
2329,2025-12-06,30,3,Tienda
2330,2025-12-06,22,2,Tienda
2331,2025-12-06,12,7,Tienda
2332,2025-12-06,12,2,Tienda
2333,2025-12-06,14,4,Tienda
2334,2025-12-06,2,4,Tienda
2335,2025-12-06,16,2,Tienda
2336,2025-12-06,26,3,Tienda
2337,2025-12-06,20,4,Tienda
2338,2025-12-06,7,7,Online
2339,2025-12-06,23,6,Tienda
2340,2025-12-06,23,2,Tienda
2341,2025-12-06,10,5,Online
2342,2025-12-06,20,3,Mayorista
2343,2025-12-06,19,4,Online
2344,2025-12-06,26,4,Tienda
2345,2025-12-06,5,3,Online
2346,2025-12-06,7,1,Tienda
2347,2025-12-06,15,4,Mayorista
2348,2025-12-06,2,1,Mayorista
2349,2025-12-06,14,3,Tienda
2350,2025-12-06,25,5,Mayorista
2351,2025-12-06,6,2,Tienda
2352,2025-12-06,15,2,Tienda
2353,2025-12-06,30,3,Mayorista
2354,2025-12-06,16,7,Online
2355,2025-12-06,15,6,Tienda
2356,2025-12-06,17,1,Tienda
2357,2025-12-07,2,1,Online
2358,2025-12-07,22,3,Tienda
2359,2025-12-07,14,3,Mayorista
2360,2025-12-07,26,6,Tienda
2361,2025-12-07,3,1,Tienda
2362,2025-12-07,26,5,Tienda
2363,2025-12-07,2,3,Tienda
2364,2025-12-07,2,5,Tienda
2365,2025-12-07,15,7,Tienda
2366,2025-12-07,9,2,Mayorista
2367,2025-12-07,18,2,Tienda
2368,2025-12-07,2,1,Tienda
2369,2025-12-07,2,6,Tienda
2370,2025-12-07,23,6,Tienda
2371,2025-12-07,8,1,Tienda
2372,2025-12-07,20,2,Mayorista
2373,2025-12-07,24,2,Tienda
2374,2025-12-07,3,4,Online
2375,2025-12-07,24,7,Tienda
2376,2025-12-07,10,3,Tienda
2377,2025-12-07,13,4,Online
2378,2025-12-07,3,2,Mayorista
2379,2025-12-07,26,7,Mayorista
2380,2025-12-07,17,7,Tienda
2381,2025-12-07,15,3,Online
2382,2025-12-07,30,2,Mayorista
2383,2025-12-07,11,3,Tienda
2384,2025-12-07,28,6,Online
2385,2025-12-07,23,7,Mayorista
2386,2025-12-07,28,6,Online
2387,2025-12-07,28,3,Tienda
2388,2025-12-07,30,4,Tienda
2389,2025-12-07,5,3,Mayorista
2390,2025-12-07,26,3,Tienda
2391,2025-12-07,26,6,Tienda
2392,2025-12-07,20,4,Online
2393,2025-12-07,10,7,Tienda
2394,2025-12-07,30,4,Mayorista
2395,2025-12-07,8,7,Tienda
2396,2025-12-07,15,3,Tienda
2397,2025-12-07,16,3,Online
2398,2025-12-07,6,4,Mayorista
2399,2025-12-07,23,2,Mayorista
2400,2025-12-07,4,1,Online
2401,2025-12-07,21,6,Tienda
2402,2025-12-07,27,2,Tienda
2403,2025-12-08,15,1,Tienda
2404,2025-12-08,22,4,Mayorista
2405,2025-12-08,27,5,Tienda
2406,2025-12-08,20,5,Tienda
2407,2025-12-08,24,5,Online
2408,2025-12-08,6,5,Tienda
2409,2025-12-08,27,7,Tienda
2410,2025-12-08,10,1,Tienda
2411,2025-12-08,5,1,Tienda
2412,2025-12-08,30,4,Tienda
2413,2025-12-08,7,5,Tienda
2414,2025-12-08,5,4,Mayorista
2415,2025-12-08,20,4,Tienda
2416,2025-12-08,11,5,Tienda
2417,2025-12-08,5,7,Mayorista
2418,2025-12-08,19,3,Tienda
2419,2025-12-08,24,6,Mayorista
2420,2025-12-08,26,4,Mayorista
2421,2025-12-08,6,6,Tienda
2422,2025-12-08,17,6,Tienda
2423,2025-12-08,26,2,Tienda
2424,2025-12-08,6,5,Online
2425,2025-12-08,8,3,Tienda
2426,2025-12-08,1,6,Tienda
2427,2025-12-08,16,7,Tienda
2428,2025-12-08,7,4,Online
2429,2025-12-08,23,7,Tienda
2430,2025-12-08,30,6,Online
2431,2025-12-08,8,6,Online
2432,2025-12-08,20,4,Tienda
2433,2025-12-08,8,2,Online
2434,2025-12-08,2,6,Tienda
2435,2025-12-08,24,1,Mayorista
2436,2025-12-08,14,4,Tienda
2437,2025-12-08,29,7,Mayorista
2438,2025-12-08,16,6,Mayorista
2439,2025-12-08,6,6,Tienda
2440,2025-12-09,25,3,Tienda
2441,2025-12-09,14,2,Mayorista
2442,2025-12-09,10,5,Tienda
2443,2025-12-09,12,2,Mayorista
2444,2025-12-09,24,5,Online
2445,2025-12-09,15,2,Mayorista
2446,2025-12-09,27,1,Tienda
2447,2025-12-09,23,5,Tienda
2448,2025-12-09,30,5,Online
2449,2025-12-09,28,1,Tienda
2450,2025-12-09,10,2,Online
2451,2025-12-09,20,2,Tienda
2452,2025-12-09,2,2,Online
2453,2025-12-09,30,7,Tienda
2454,2025-12-09,10,5,Tienda
2455,2025-12-09,20,1,Tienda
2456,2025-12-09,27,7,Tienda
2457,2025-12-09,6,7,Tienda
2458,2025-12-09,27,2,Mayorista
2459,2025-12-09,1,2,Tienda
2460,2025-12-09,14,3,Tienda
2461,2025-12-09,15,2,Tienda
2462,2025-12-10,6,1,Tienda
2463,2025-12-10,5,6,Tienda
2464,2025-12-10,18,2,Mayorista
2465,2025-12-10,16,5,Mayorista
2466,2025-12-10,24,2,Tienda
2467,2025-12-10,28,1,Tienda
2468,2025-12-10,10,4,Tienda
2469,2025-12-10,28,4,Tienda
2470,2025-12-10,16,7,Online
2471,2025-12-10,10,6,Tienda
2472,2025-12-10,27,5,Tienda
2473,2025-12-10,2,6,Online
2474,2025-12-10,17,7,Tienda
2475,2025-12-10,23,7,Tienda
2476,2025-12-10,10,5,Tienda
2477,2025-12-10,27,2,Tienda
2478,2025-12-10,10,5,Online
2479,2025-12-10,26,3,Mayorista
2480,2025-12-11,24,7,Mayorista
2481,2025-12-11,7,7,Tienda
2482,2025-12-11,15,2,Online
2483,2025-12-11,10,3,Tienda
2484,2025-12-11,1,2,Tienda
2485,2025-12-11,30,5,Mayorista
2486,2025-12-11,27,1,Online
2487,2025-12-11,16,4,Tienda
2488,2025-12-11,10,5,Online
2489,2025-12-11,21,5,Tienda
2490,2025-12-11,14,5,Mayorista
2491,2025-12-11,26,5,Online
2492,2025-12-11,30,5,Tienda
2493,2025-12-11,12,4,Online
2494,2025-12-11,10,1,Online
2495,2025-12-11,10,1,Tienda
2496,2025-12-11,4,3,Online
2497,2025-12-11,13,5,Tienda
2498,2025-12-11,2,2,Online
2499,2025-12-11,4,1,Tienda
2500,2025-12-11,10,1,Tienda
2501,2025-12-11,6,7,Tienda
2502,2025-12-11,23,7,Online
2503,2025-12-11,4,5,Online
2504,2025-12-11,27,7,Tienda
2505,2025-12-11,9,3,Tienda
2506,2025-12-11,4,4,Tienda
2507,2025-12-11,1,6,Online
2508,2025-12-11,23,7,Tienda
2509,2025-12-11,10,3,Mayorista
2510,2025-12-11,16,3,Tienda
2511,2025-12-11,4,6,Tienda
2512,2025-12-11,30,6,Online
2513,2025-12-11,5,6,Tienda
2514,2025-12-11,14,6,Tienda
2515,2025-12-12,11,4,Tienda
2516,2025-12-12,16,4,Tienda
2517,2025-12-12,14,2,Mayorista
2518,2025-12-12,21,2,Tienda
2519,2025-12-12,5,1,Online
2520,2025-12-12,14,5,Mayorista
2521,2025-12-12,28,5,Mayorista
2522,2025-12-12,2,6,Online
2523,2025-12-12,14,3,Tienda
2524,2025-12-12,20,4,Tienda
2525,2025-12-12,28,3,Tienda
2526,2025-12-12,18,3,Tienda
2527,2025-12-12,26,1,Tienda
2528,2025-12-12,9,3,Tienda
2529,2025-12-12,12,2,Tienda
2530,2025-12-12,29,6,Online
2531,2025-12-12,27,4,Mayorista
2532,2025-12-12,17,4,Online
2533,2025-12-12,15,4,Mayorista
2534,2025-12-12,14,1,Tienda
2535,2025-12-12,3,7,Online
2536,2025-12-12,28,5,Tienda
2537,2025-12-12,26,3,Tienda
2538,2025-12-12,14,5,Tienda
2539,2025-12-12,10,6,Tienda
2540,2025-12-12,12,1,Tienda
2541,2025-12-12,5,3,Tienda
2542,2025-12-12,23,5,Tienda
2543,2025-12-12,17,1,Tienda
2544,2025-12-12,10,5,Tienda
2545,2025-12-12,20,1,Mayorista
2546,2025-12-12,30,6,Tienda
2547,2025-12-12,5,6,Online
2548,2025-12-12,15,1,Mayorista
2549,2025-12-12,15,2,Tienda
2550,2025-12-12,6,3,Tienda
2551,2025-12-13,21,3,Tienda
2552,2025-12-13,11,4,Mayorista
2553,2025-12-13,20,2,Tienda
2554,2025-12-13,26,6,Mayorista
2555,2025-12-13,15,5,Online
2556,2025-12-13,26,3,Tienda
2557,2025-12-13,13,5,Tienda
2558,2025-12-13,12,3,Tienda
2559,2025-12-13,18,6,Tienda
2560,2025-12-13,15,4,Online
2561,2025-12-13,30,5,Tienda
2562,2025-12-13,16,2,Mayorista
2563,2025-12-13,13,3,Mayorista
2564,2025-12-13,13,5,Tienda
2565,2025-12-13,16,4,Tienda
2566,2025-12-13,12,1,Tienda
2567,2025-12-13,23,6,Mayorista
2568,2025-12-13,12,1,Tienda
2569,2025-12-13,13,1,Tienda
2570,2025-12-13,20,6,Tienda
2571,2025-12-13,3,1,Mayorista
2572,2025-12-13,20,2,Tienda
2573,2025-12-13,15,7,Tienda
2574,2025-12-13,14,2,Online
2575,2025-12-13,23,3,Mayorista
2576,2025-12-13,24,7,Online
2577,2025-12-13,27,4,Online
2578,2025-12-13,12,7,Tienda
2579,2025-12-13,11,2,Tienda
2580,2025-12-13,22,5,Tienda
2581,2025-12-13,18,1,Tienda
2582,2025-12-13,20,3,Mayorista
2583,2025-12-13,17,3,Tienda
2584,2025-12-13,24,7,Online
2585,2025-12-13,7,4,Tienda
2586,2025-12-13,17,3,Tienda
2587,2025-12-13,6,6,Tienda
2588,2025-12-13,14,2,Tienda
2589,2025-12-13,20,2,Tienda
2590,2025-12-14,11,1,Online
2591,2025-12-14,16,2,Online
2592,2025-12-14,12,5,Online
2593,2025-12-14,16,1,Mayorista
2594,2025-12-14,2,6,Tienda
2595,2025-12-14,20,1,Tienda
2596,2025-12-14,17,5,Tienda
2597,2025-12-14,21,5,Online
2598,2025-12-14,17,6,Tienda
2599,2025-12-14,14,4,Tienda
2600,2025-12-14,12,4,Tienda
2601,2025-12-14,9,3,Mayorista
2602,2025-12-14,15,2,Tienda
2603,2025-12-14,2,1,Tienda
2604,2025-12-14,11,7,Online
2605,2025-12-14,21,7,Online
2606,2025-12-14,4,5,Online
2607,2025-12-14,3,1,Mayorista
2608,2025-12-14,20,5,Tienda
2609,2025-12-14,13,5,Tienda
2610,2025-12-14,26,1,Online
2611,2025-12-14,29,7,Tienda
2612,2025-12-14,29,4,Tienda
2613,2025-12-14,14,7,Online
2614,2025-12-14,10,3,Online
2615,2025-12-14,19,7,Online
2616,2025-12-14,20,6,Mayorista
2617,2025-12-14,20,7,Mayorista
